,Name,Location,Brands
499,ULTIMA HOMME,"Strasbourg, France","Churchs, DSQUARED2, Fendi, Giuseppe Zanotti Design, Givenchy, Hogan, Jimmy Choo, McQ Alexander McQueen, Moncler, Moncler Gamme Bleu, N°21, Prada, Stone Island, Tods"
500,ULTIMA CHAUSSURES & ACCESSOIRES,"Strasbourg, France","Ash, Church's, Fendi, Giuseppe Zanotti Design, Givenchy, Hogan, Jimmy Choo, Robert Clergerie, Saint Laurent, Sergio Rossi, Strategia, Stuart Weitzmann, Tod's"
501,ULTIMA FEMME,"Strasbourg, France","Dolce Gabbana, Dsquared2, Fendi, Givenchy, IRO, Isabel Marant, Moncler, Saint Laurent"
502,ULTIMA HOMME,"Strasbourg, France","Churchs, DSQUARED2, Fendi, Giuseppe Zanotti Design, Givenchy, Hogan, Jimmy Choo, McQ Alexander McQueen, Moncler, Moncler Gamme Bleu, N°21, Prada, Stone Island, Tods"
503,UMA BR,"São Paulo, Brazil",0
504,UMBERTO GIUGLIANO,"Nola, Italy","Dsquared2 Kids, Fay Kids, Golden Goose Deluxe Brand Kids, Hogan Kids, Kenzo Kids, Liu Jo Kids, MSGM Kids, Marcelo Burlon County Of Milan Kids, Moncler Kids, Monnalisa, Save the Duck Junior"
505,UMBERTO GIUGLIANO UOMO,"Nola, Italy","Dolce & Gabbana, Givenchy, Kenzo, Marcelo Burlon, Moncler, Neil Barrett, Off-White"
506,URBANIST,"Dubai, U.A.E.","Anya Hindmarch, Comme Des Garçons Play, Dolce & Gabbana, Fendi, Missoni, Moschino, No21, Saint Laurent, Stella Jean, Stella McCartney, Vivetta"
507,URSA,"Basildon, United Kingdom","Ava Catherside, Etudes, Henrik Vibskov, Imogen Belfield, Peter Jensen, Reality Studio, Retrosuperfuture, Soulland, Stine Goya, Wood Wood"
508,UZERAI,"Warsaw, Poland","Antonio Bernardo, Hervé Van Der Straeten, Iosselliani, Lara Bohinc, Shaun Leane, Tom Binns, Wouters & Hendrix, Zagliani"
509,VALENTI & C SRL,"Pisa, Italy","Bottega Veneta, Burberry, Dolce & Gabbana, Dsquared2, Jimmy Choo, MSGM, Marc Jacobs, Marcelo Burlon, Max Mara, Moncler, Moschino, Prada, Tod's"
510,VAO CONCEPT STORE,"Dubai, U.A.E.","Alexander Wang, Alexandre Vauthier, Casadei, Chloé, Dsquared2, Fendi, Giuseppe Zanotti, Givenchy, Golden Goose, Jimmy Choo, Valentino, Versus Versace, Y-3"
511,VELA SHOP,"Cagliari, Italy","Armani, Burberry, Fendi, Givenchy, Gucci, Il Gufo, Kenzo, Marcelo Burlon, Moschino, Philipp Plein, Ralph Lauren, Stella McCartney, Stone Island"
512,VERITAS,"Bilbao, Spain","Alberta Ferretti, Aquazzura, Blumarine, Brunello Cucinelli, Ermanno Scervino, Etro, Giambattista Valli, Herno, Ralph Lauren"
513,VERITIME,"Penn, United Kingdom","Favre-Leuba, L'Epee, Reservoir, YUNIK"
514,VERSO,"Antwerp, Belgium","Alexander McQueen, Dolce & Gabanna, Dsquared2, Fendi, Givenchy, Moncler, Philipp Plein, Roberto Cavalli, Saint Laurent, Tod's, Valentino"
515,VERSO KNOKKE,"Knokke-Heist, Belgium","Alexander McQueen, Amiri, Burberry, Dolce & Gabbana, Dsquared2, Eleventy, Fendi, Moncler, Moose knuckles, Off-white, Palm angles, Stone Island, Valentino"
516,VIETTI,"Arona, Italy","Alexander McQueen, Balmain, Chloe, Givenchy, Junya Watanabe, Moncler, Neil Barrett, Off White, Prada, Stone Island, Thom Browne, Tom Ford, Yeezy"
517,VIETTI CRANS MONTANA,"Crans Montana, Switzerland","A-Cold-Wall, Balenciaga, Bao Bao Issey Miyake, Bottega Veneta, Burberry, Canada Goose, Celine, Chloe, Christian Louboutin, Dior, Dior Homme, Fendi, Givenchy, Golden Goose, Gucci, Jimmy Choo, Loewe, Off White C/O Virgil Abloh, Saint Laurent, Salvatore Ferragamo, Stella McCartney, Stone Island, Valentino"
518,VINDUE,"Saarbruecken, Germany","Axel Arigato, Christian Wijnants, IRO Paris, Marni, Mulberry, Re/Done, Self Portrait, Stuart Weitzman, S’ Max Mara, van Rycke Paris"
519,VISIONA,"Palermo, Italy","Boglioli, Dondup, Golden Goose Deluxe Brand, Henderson Baracco, Laneus, Lanvin, Les Hommes, Moncler, Moncler X Ami, Nike, Roberto Collina, Saint Laurent, Tonello"
520,VITALE,"Crotone, Italy",ALANUI - ALBERTA FERRETTI - BURBERRY LONDON ENGLAND - DSQUARED2 - ERMANNO SCERVINO - ETRO - GIORGIO ARMANI - HERON PRESTON - MM6 MAISON MARGIELA - MONCLER - MOSCHINO - KENZO - STONE ISLAND
521,VITKAC,"Warsaw, Poland","Alexander McQueen, Dsquared2, Givenchy, Jimmy Choo, Lanvin, Rick Owens, Saint Laurent"
522,VOGA,"Arezzo, Italy","AMI, Carven, Ellery, Faith Connexion, Giamba, Gosha Rubchinskiy, Isabel Marant, Jacquemus, MSGM, Marques Almeida, No. 21, Raf Simons, Rochas, Valextra, Yeezy"
523,WDLT117,"Toronto, Canada","Dion Lee, Guidi, Heliot Emil, Homme Plisse, Marine Serre, Ottolinger, Paco Rabanne, Seletti., Serapis, Song For The Mute, Sulvam, WE11DONE, Y/Project"
524,WEINSTEIN’S,"New Orleans, United States","3X1, 6397, Brock, Dusan, Maison Margiela, Peter Cohen, RTA Denim, Rick Owens"
525,WELLENS MEN,"Herentals, Belgium","7 For All Mankind, Armani, Diesel, Dolce & Gabbana, Dsquared2, Hogan, Lanvin, Maison Margiela, Moncler, Paul Smith, Valentino"
526,WELLENS WOMEN,"Herentals, Belgium","Dolce and Gabanna, Etro, Isabel Marant Étoile, MSGM, Red Valentino, Vince"
527,WENDELA VAN DIJK,"Rotterdam, Netherlands","A.F. Vandevorst, Christian Wijnants, Humanoid, Isabel Marant, Kenzo, Maison Margiela, Monique van Heist, Stella McCartney, Veronique Branquinho, Veronique Leroy"
528,WHITE BIRD,"Paris, France","Brooke Gregson, Cathy Waterman, Charlotte Chesnais, Graine Morton, Lia di Gregorio, Lito, Maria Tash, Noguchi, Noor Fares, Polly Wales, Sia taylor, Sophie Bille Brahe, Wwake"
529,WISE BOUTIQUE,"Cremona, Italy","Alexander McQueen, Dolce & Gabbana, Fendi, Givenchy, Kenzo, Loewe, Saint Laurent"
530,WISH,"Atlanta, United States","Haccula, Lucid, Magic Stick, Masion Kitsune, Mostly Heard Rarely Seen, Reebok, Rochambeau, Soulland"
531,WOK,"Milan, Italy","A.P.C, ADIDAS, AGOLDE, COMME DES GARCONS WALLET, COPERNI, JIL SANDER, JW ANDERSON, LEMAIRE, NANUSHKA, NEW BALANCE., PALOMA WOOL, PATAGONIA, PROENZA SCHOULER, SEBAGO, SUICOKE, SUNFLOWER"
532,WRONG WEATHER,"Porto, Portugal","A.P.C., Billionaire Boys Club, Christopher Kane, Common Projects, Juun. J, Kenzo, Kris Van Assche, Officine Creative, Rick Owens DRKSHDW, Senhor Prudêncio, Stephan Schneider, The White Briefs"
533,YELLOWBIRD LUXURY BOUTIQUE,"San Francisco, United States","Acne Studios, Alberta Ferretti, Alexandre Vauthier, Ann Demeulemeester, Delpozo, Haider Ackermann, Lemaire, Maticevski, Mugler, Paco Rabanne, Prabal Gurung, Proenza Schouler, Rachel Comey, Rochas"
534,YOWE,"Leon, Spain","DSQUARED2, Kenzo, Mantu, Mary Katrantzou, Missoni, Ports 1961, Rochas, Sara Bataglia, Victoria Beckham"
535,YUSTY,"Madrid, Spain","Canali, Etro, Lanvin, Maison Margiela, Neil Barrett, Paul Smith, Tod's"
536,ZANETTI BIMBI,"Udine, Italy","Balmain, Burberry, Fendi, GCDS, Givenchy, Golden Goose, Herno, Kenzo, MSGM, Moncler jr, Stella McCartney, Stone Island, Woolrich"
537,ZERO,"Verbier, Switzerland","ALANUI, ALEXANDER MCQUEEN, DSQUARED, ERMANNO SCERVINO, FERRAGAMO, KITON, LANVIN, MAX MARA, OFF WHITE, THOM BROWNNE, TOD'S, TOM FORD, VERSACE"
538,ZOE,"Princeton, United States","A.L.C., Alexander Wang, Chloé, Golden Goose Deluxe Brand, IRO, Lanvin, Marni, Proenza Schouler, Protagonist, Rag & Bone, Raquel Allegra, Stella McCartney, Tom Ford"
539,ZOE FASHION,"Saarbruecken, Germany","Acne, Chloe, Isabel Marant, Joseph, Love Stories, MSGM, Marc Jacobs, Nili Lotan, Paco Rabanne, Saint Laurent, Toteme, Vince, Wandler"
